Symbol: 10000000AIDOGEUSDT, Bid 1 Price: 0.003487, Bid 1 Size: 90800, Ask 1 Price: 0.003488, Ask 1 Size: 148200, Last Price: 0.003487, Previous Price 24h: 0.003656, Price Change % 24h: -0.046225, High Price 24h: 0.004446, Low Price 24h: 0.002762, Turnover 24h: 95965750.1041, Volume 24h: 26875704600.0000, USD Index Price: 
Symbol: PERPUSDT, Bid 1 Price: 0.76990, Bid 1 Size: 505, Ask 1 Price: 0.77000, Ask 1 Size: 4373, Last Price: 0.77000, Previous Price 24h: 0.87000, Price Change % 24h: -0.114942, High Price 24h: 0.99240, Low Price 24h: 0.63830, Turnover 24h: 96269268.6358, Volume 24h: 116417512.0000, USD Index Price: 
Symbol: PHAUSDT, Bid 1 Price: 0.13044, Bid 1 Size: 2296, Ask 1 Price: 0.13045, Ask 1 Size: 19208, Last Price: 0.13392, Previous Price 24h: 0.12002, Price Change % 24h: 0.115814, High Price 24h: 0.16504, Low Price 24h: 0.11016, Turnover 24h: 92939654.8294, Volume 24h: 673472123.0000, USD Index Price: 
Symbol: PHBUSDT, Bid 1 Price: 1.5986, Bid 1 Size: 888, Ask 1 Price: 1.5992, Ask 1 Size: 308, Last Price: 1.5986, Previous Price 24h: 1.8797, Price Change % 24h: -0.149545, High Price 24h: 2.2222, Low Price 24h: 1.4295, Turnover 24h: 96524068.9965, Volume 24h: 53008721.0000, USD Index Price: 
Symbol: PIRATEUSDT, Bid 1 Price: 0.1762, Bid 1 Size: 5384, Ask 1 Price: 0.1783, Ask 1 Size: 2323, Last Price: 0.1762, Previous Price 24h: 0.1574, Price Change % 24h: 0.11944, High Price 24h: 0.2129, Low Price 24h: 0.1242, Turnover 24h: 88886972.8696, Volume 24h: 558146126.0000, USD Index Price: 
Symbol: PIXELUSDT, Bid 1 Price: 0.1992, Bid 1 Size: 9653, Ask 1 Price: 0.1998, Ask 1 Size: 2155, Last Price: 0.1928, Previous Price 24h: 0.2469, Price Change % 24h: -0.219117, High Price 24h: 0.2754, Low Price 24h: 0.1797, Turnover 24h: 96195294.3350, Volume 24h: 429998137.0000, USD Index Price: 
Symbol: PNUTUSDT, Bid 1 Price: , Bid 1 Size: , Ask 1 Price: 2.1973, Ask 1 Size: 18538, Last Price: 0.4100, Previous Price 24h: 0.4100, Price Change % 24h: 0, High Price 24h: 0.4100, Low Price 24h: 0.4100, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: POLPERP, Bid 1 Price: 0.5378, Bid 1 Size: 4213, Ask 1 Price: 0.5384, Ask 1 Size: 892, Last Price: 0.5184, Previous Price 24h: 0.5586, Price Change % 24h: -0.071965, High Price 24h: 0.6678, Low Price 24h: 0.4243, Turnover 24h: 94662220.5570, Volume 24h: 175934567.0000, USD Index Price: 
Symbol: POLUSDT, Bid 1 Price: 0.3792, Bid 1 Size: 375381, Ask 1 Price: , Ask 1 Size: , Last Price: 0.4133, Previous Price 24h: 0.4133, Price Change % 24h: 0, High Price 24h: 0.4133, Low Price 24h: 0.4133, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: POLYXUSDT, Bid 1 Price: 0.3668, Bid 1 Size: 12401, Ask 1 Price: 0.3669, Ask 1 Size: 1361, Last Price: 0.3545, Previous Price 24h: 0.3752, Price Change % 24h: -0.05517, High Price 24h: 0.4435, Low Price 24h: 0.2756, Turnover 24h: 96166475.6942, Volume 24h: 276712028.0000, USD Index Price: 
Symbol: PONKEUSDT, Bid 1 Price: 0.48923, Bid 1 Size: 8339, Ask 1 Price: 0.48929, Ask 1 Size: 759, Last Price: 0.47054, Previous Price 24h: 0.56083, Price Change % 24h: -0.160993, High Price 24h: 0.66603, Low Price 24h: 0.42315, Turnover 24h: 94599827.3941, Volume 24h: 176866164.0000, USD Index Price: 
Symbol: POPCATPERP, Bid 1 Price: 1.2421, Bid 1 Size: 2635, Ask 1 Price: 1.2923, Ask 1 Size: 341, Last Price: 1.2421, Previous Price 24h: 1.2995, Price Change % 24h: -0.04417, High Price 24h: 1.5408, Low Price 24h: 1.0160, Turnover 24h: 95452960.8020, Volume 24h: 74681283.0000, USD Index Price: 
Symbol: POPCATUSDT, Bid 1 Price: 1.2259, Bid 1 Size: 1012, Ask 1 Price: 1.2265, Ask 1 Size: 25644, Last Price: 1.2515, Previous Price 24h: 1.3453, Price Change % 24h: -0.069724, High Price 24h: 1.4813, Low Price 24h: 1.1283, Turnover 24h: 76133816.3983, Volume 24h: 58797242.0000, USD Index Price: 
Symbol: PORTALUSDT, Bid 1 Price: 0.3584, Bid 1 Size: 1181.4, Ask 1 Price: 0.3586, Ask 1 Size: 2979.8, Last Price: 0.3588, Previous Price 24h: 0.3755, Price Change % 24h: -0.044474, High Price 24h: 0.4541, Low Price 24h: 0.2843, Turnover 24h: 96766732.2233, Volume 24h: 262848921.5000, USD Index Price: 
Symbol: POWRUSDT, Bid 1 Price: 0.3134, Bid 1 Size: 5084, Ask 1 Price: 0.3136, Ask 1 Size: 1605, Last Price: 0.3035, Previous Price 24h: 0.3416, Price Change % 24h: -0.111533, High Price 24h: 0.4482, Low Price 24h: 0.2478, Turnover 24h: 96596825.4992, Volume 24h: 298010041.0000, USD Index Price: 
Symbol: PRCLUSDT, Bid 1 Price: 0.3914, Bid 1 Size: 11509, Ask 1 Price: 0.3915, Ask 1 Size: 1023, Last Price: 0.3914, Previous Price 24h: 0.4056, Price Change % 24h: -0.035009, High Price 24h: 0.4527, Low Price 24h: 0.2958, Turnover 24h: 95829579.6386, Volume 24h: 257807761.0000, USD Index Price: 
Symbol: PRE02ZROUSDT, Bid 1 Price: , Bid 1 Size: , Ask 1 Price: 10.824, Ask 1 Size: 0.2, Last Price: 5.412, Previous Price 24h: 5.412, Price Change % 24h: 0, High Price 24h: 5.412, Low Price 24h: 5.412, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: PRE03EOSUSDT, Bid 1 Price: , Bid 1 Size: , Ask 1 Price: , Ask 1 Size: , Last Price: 0.2390, Previous Price 24h: 0.2390, Price Change % 24h: 0, High Price 24h: 0.2390, Low Price 24h: 0.2390, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: PRE05EOSUSDT, Bid 1 Price: 1.1300, Bid 1 Size: 8, Ask 1 Price: 1.1771, Ask 1 Size: 800, Last Price: 1.1771, Previous Price 24h: 1.1771, Price Change % 24h: 0, High Price 24h: 1.1771, Low Price 24h: 1.1771, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: PRE06EOSUSDT, Bid 1 Price: , Bid 1 Size: , Ask 1 Price: , Ask 1 Size: , Last Price: 0.6882, Previous Price 24h: 0.6882, Price Change % 24h: 0, High Price 24h: 0.6882, Low Price 24h: 0.6882, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: PRE08EOSUSDT, Bid 1 Price: 19.9200, Bid 1 Size: 185, Ask 1 Price: 19.9520, Ask 1 Size: 176, Last Price: 19.9520, Previous Price 24h: 19.9520, Price Change % 24h: 0, High Price 24h: 19.9520, Low Price 24h: 19.9520, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: PRE10EOSUSDT, Bid 1 Price: , Bid 1 Size: , Ask 1 Price: , Ask 1 Size: , Last Price: 0.6459, Previous Price 24h: 0.6459, Price Change % 24h: 0, High Price 24h: 0.6459, Low Price 24h: 0.6459, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: PREEIGENUSDT, Bid 1 Price: , Bid 1 Size: , Ask 1 Price: 6.0050, Ask 1 Size: 20, Last Price: 4.7459, Previous Price 24h: 4.7459, Price Change % 24h: 0, High Price 24h: 4.7459, Low Price 24h: 4.7459, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: PRIMEUSDT, Bid 1 Price: 9.936, Bid 1 Size: 110.6, Ask 1 Price: 9.937, Ask 1 Size: 35.0, Last Price: 9.936, Previous Price 24h: 9.258, Price Change % 24h: 0.073233, High Price 24h: 11.969, Low Price 24h: 7.507, Turnover 24h: 95574059.2269, Volume 24h: 10036815.0000, USD Index Price: 
Symbol: PROMUSDT, Bid 1 Price: 6.2965, Bid 1 Size: 359.1, Ask 1 Price: 6.2966, Ask 1 Size: 64.3, Last Price: 6.2965, Previous Price 24h: 5.5180, Price Change % 24h: 0.141083, High Price 24h: 7.6501, Low Price 24h: 4.7498, Turnover 24h: 94133368.0130, Volume 24h: 15271376.5000, USD Index Price: 
Symbol: PROSUSDT, Bid 1 Price: 0.6692, Bid 1 Size: 149, Ask 1 Price: 0.6719, Ask 1 Size: 149, Last Price: 0.7025, Previous Price 24h: 0.7158, Price Change % 24h: -0.01858, High Price 24h: 0.7158, Low Price 24h: 0.7025, Turnover 24h: 304.6737, Volume 24h: 433.0000, USD Index Price: 
Symbol: PUFFERUSDT, Bid 1 Price: 0.4192, Bid 1 Size: 6853, Ask 1 Price: 0.4225, Ask 1 Size: 284, Last Price: 0.4192, Previous Price 24h: 0.4117, Price Change % 24h: 0.018217, High Price 24h: 0.4917, Low Price 24h: 0.3237, Turnover 24h: 108022556.6916, Volume 24h: 272001521.0000, USD Index Price: 
Symbol: PYRUSDT, Bid 1 Price: 3.523, Bid 1 Size: 706, Ask 1 Price: 3.531, Ask 1 Size: 103, Last Price: 3.523, Previous Price 24h: 4.020, Price Change % 24h: -0.123631, High Price 24h: 4.449, Low Price 24h: 2.778, Turnover 24h: 95875593.9750, Volume 24h: 26736509.0000, USD Index Price: 
Symbol: PYTHUSDT, Bid 1 Price: 0.4246, Bid 1 Size: 5571, Ask 1 Price: 0.4335, Ask 1 Size: 426857, Last Price: 0.4423, Previous Price 24h: 0.4505, Price Change % 24h: -0.018201, High Price 24h: 0.5015, Low Price 24h: 0.3731, Turnover 24h: 76453988.4671, Volume 24h: 174302230.0000, USD Index Price: 
Symbol: QIUSDT, Bid 1 Price: 0.01786, Bid 1 Size: 2950, Ask 1 Price: 0.01787, Ask 1 Size: 23100, Last Price: 0.01780, Previous Price 24h: 0.01753, Price Change % 24h: 0.015402, High Price 24h: 0.02101, Low Price 24h: 0.01346, Turnover 24h: 95393247.6211, Volume 24h: 5596687880.0000, USD Index Price: 
Symbol: QNTUSDT, Bid 1 Price: 98.22, Bid 1 Size: 43.30, Ask 1 Price: 98.23, Ask 1 Size: 31.97, Last Price: 98.23, Previous Price 24h: 94.18, Price Change % 24h: 0.043002, High Price 24h: 113.87, Low Price 24h: 75.45, Turnover 24h: 93913816.4200, Volume 24h: 983231.0000, USD Index Price: 
Symbol: QTUMUSDT, Bid 1 Price: 3.224, Bid 1 Size: 791.1, Ask 1 Price: 3.228, Ask 1 Size: 159.1, Last Price: 3.224, Previous Price 24h: 3.550, Price Change % 24h: -0.09183, High Price 24h: 4.394, Low Price 24h: 2.799, Turnover 24h: 96183295.6427, Volume 24h: 27053682.6000, USD Index Price: 
Symbol: QUICKUSDT, Bid 1 Price: 0.04548, Bid 1 Size: 73400, Ask 1 Price: 0.04553, Ask 1 Size: 9630, Last Price: 0.04399, Previous Price 24h: 0.04629, Price Change % 24h: -0.049686, High Price 24h: 0.05830, Low Price 24h: 0.03706, Turnover 24h: 96055244.5419, Volume 24h: 2048579530.0000, USD Index Price: 
Symbol: RADUSDT, Bid 1 Price: 1.496, Bid 1 Size: 3171.4, Ask 1 Price: 1.497, Ask 1 Size: 2307.6, Last Price: 1.496, Previous Price 24h: 1.340, Price Change % 24h: 0.116417, High Price 24h: 1.711, Low Price 24h: 1.125, Turnover 24h: 96322573.5171, Volume 24h: 68552973.5000, USD Index Price: 
Symbol: RAREUSDT, Bid 1 Price: 0.1219, Bid 1 Size: 28969, Ask 1 Price: 0.1254, Ask 1 Size: 3568, Last Price: 0.1219, Previous Price 24h: 0.1425, Price Change % 24h: -0.144561, High Price 24h: 0.1560, Low Price 24h: 0.1021, Turnover 24h: 95608560.5453, Volume 24h: 736550567.0000, USD Index Price: 
Symbol: RAYDIUMUSDT, Bid 1 Price: 5.6908, Bid 1 Size: 144.9, Ask 1 Price: 5.6909, Ask 1 Size: 66.7, Last Price: 5.6908, Previous Price 24h: 5.4030, Price Change % 24h: 0.053266, High Price 24h: 6.6873, Low Price 24h: 4.3829, Turnover 24h: 95072937.3813, Volume 24h: 17375475.2000, USD Index Price: 
Symbol: RAYUSDT, Bid 1 Price: 5.015, Bid 1 Size: 80.6, Ask 1 Price: 5.016, Ask 1 Size: 59.6, Last Price: 5.035, Previous Price 24h: 5.989, Price Change % 24h: -0.159292, High Price 24h: 6.970, Low Price 24h: 4.430, Turnover 24h: 95720683.6990, Volume 24h: 17418919.2000, USD Index Price: 
Symbol: RDNTUSDT, Bid 1 Price: 0.07036, Bid 1 Size: 5098, Ask 1 Price: 0.07037, Ask 1 Size: 7360, Last Price: 0.06876, Previous Price 24h: 0.06936, Price Change % 24h: -0.00865, High Price 24h: 0.08525, Low Price 24h: 0.05446, Turnover 24h: 95480821.1940, Volume 24h: 1375683675.0000, USD Index Price: 
Symbol: RENDERUSDT, Bid 1 Price: 6.737, Bid 1 Size: 54.9, Ask 1 Price: 6.868, Ask 1 Size: 78.0, Last Price: 6.868, Previous Price 24h: 7.675, Price Change % 24h: -0.105146, High Price 24h: 8.644, Low Price 24h: 6.459, Turnover 24h: 75914166.9117, Volume 24h: 10057509.8000, USD Index Price: 
Symbol: RENUSDT, Bid 1 Price: 0.04159, Bid 1 Size: 13923.4, Ask 1 Price: 0.04164, Ask 1 Size: 9065.9, Last Price: 0.04141, Previous Price 24h: 0.05344, Price Change % 24h: -0.225112, High Price 24h: 0.06214, Low Price 24h: 0.03108, Turnover 24h: 95956890.5385, Volume 24h: 2044079007.1000, USD Index Price: 
Symbol: REZUSDT, Bid 1 Price: 0.04559, Bid 1 Size: 22595, Ask 1 Price: 0.04560, Ask 1 Size: 10896, Last Price: 0.04560, Previous Price 24h: 0.04315, Price Change % 24h: 0.056778, High Price 24h: 0.05625, Low Price 24h: 0.03535, Turnover 24h: 94344175.9491, Volume 24h: 2040038099.0000, USD Index Price: 
Symbol: RIFSOLUSDT, Bid 1 Price: 0.08197, Bid 1 Size: 1218, Ask 1 Price: 0.18733, Ask 1 Size: 400, Last Price: 0.14409, Previous Price 24h: 0.13723, Price Change % 24h: 0.049989, High Price 24h: 0.14409, Low Price 24h: 0.13723, Turnover 24h: 57.6360, Volume 24h: 400.0000, USD Index Price: 
Symbol: RIFUSDT, Bid 1 Price: 0.13224, Bid 1 Size: 33371, Ask 1 Price: 0.13270, Ask 1 Size: 2422, Last Price: 0.13224, Previous Price 24h: 0.11333, Price Change % 24h: 0.166857, High Price 24h: 0.15183, Low Price 24h: 0.10205, Turnover 24h: 95593814.1415, Volume 24h: 754569709.0000, USD Index Price: 
Symbol: RLCUSDT, Bid 1 Price: 1.9953, Bid 1 Size: 190.5, Ask 1 Price: 1.9956, Ask 1 Size: 1149.4, Last Price: 2.0743, Previous Price 24h: 1.9815, Price Change % 24h: 0.046833, High Price 24h: 2.4981, Low Price 24h: 1.6515, Turnover 24h: 96324252.6087, Volume 24h: 46513406.8000, USD Index Price: 
Symbol: RONUSDT, Bid 1 Price: 1.672, Bid 1 Size: 2257.0, Ask 1 Price: 1.673, Ask 1 Size: 218.1, Last Price: 1.621, Previous Price 24h: 1.655, Price Change % 24h: -0.020543, High Price 24h: 2.019, Low Price 24h: 1.350, Turnover 24h: 77443058.2403, Volume 24h: 45996080.7000, USD Index Price: 
Symbol: ROSEUSDT, Bid 1 Price: 0.08932, Bid 1 Size: 12824, Ask 1 Price: 0.09296, Ask 1 Size: 4542, Last Price: 0.08932, Previous Price 24h: 0.08131, Price Change % 24h: 0.098511, High Price 24h: 0.10908, Low Price 24h: 0.06928, Turnover 24h: 95494334.7890, Volume 24h: 1064231177.0000, USD Index Price: 
Symbol: RPLUSDT, Bid 1 Price: 12.025, Bid 1 Size: 35.99, Ask 1 Price: 12.030, Ask 1 Size: 71.60, Last Price: 12.030, Previous Price 24h: 13.145, Price Change % 24h: -0.084823, High Price 24h: 16.300, Low Price 24h: 10.670, Turnover 24h: 86815348.1867, Volume 24h: 6619257.6600, USD Index Price: 
Symbol: RSRUSDT, Bid 1 Price: 0.008076, Bid 1 Size: 134300, Ask 1 Price: 0.008077, Ask 1 Size: 49710, Last Price: 0.008076, Previous Price 24h: 0.008576, Price Change % 24h: -0.058302, High Price 24h: 0.009870, Low Price 24h: 0.006580, Turnover 24h: 96865536.7080, Volume 24h: 11897076040.0000, USD Index Price: 
Symbol: RUNEUSDT, Bid 1 Price: 5.427, Bid 1 Size: 70.9, Ask 1 Price: 5.434, Ask 1 Size: 477.6, Last Price: 5.434, Previous Price 24h: 5.348, Price Change % 24h: 0.01608, High Price 24h: 6.365, Low Price 24h: 4.373, Turnover 24h: 107250318.0887, Volume 24h: 19952634.4000, USD Index Price: 
Symbol: SAGAUSDT, Bid 1 Price: 2.1110, Bid 1 Size: 598.9, Ask 1 Price: 2.1956, Ask 1 Size: 168.6, Last Price: 2.1110, Previous Price 24h: 2.1510, Price Change % 24h: -0.018596, High Price 24h: 2.7229, Low Price 24h: 1.6909, Turnover 24h: 95157734.7727, Volume 24h: 44675029.8000, USD Index Price: 
Symbol: SANDUSDT, Bid 1 Price: 0.5852, Bid 1 Size: 525, Ask 1 Price: 0.5856, Ask 1 Size: 40019, Last Price: 0.5898, Previous Price 24h: 0.7549, Price Change % 24h: -0.218704, High Price 24h: 0.8193, Low Price 24h: 0.5483, Turnover 24h: 75464771.5567, Volume 24h: 114635583.0000, USD Index Price: 
Symbol: SCAUSDT, Bid 1 Price: 0.4145, Bid 1 Size: 4930.0, Ask 1 Price: 0.4150, Ask 1 Size: 5810.7, Last Price: 0.3999, Previous Price 24h: 0.4039, Price Change % 24h: -0.009903, High Price 24h: 0.4829, Low Price 24h: 0.2959, Turnover 24h: 94991465.3545, Volume 24h: 248362755.7000, USD Index Price: 
Symbol: SDUSDT, Bid 1 Price: 0.9310, Bid 1 Size: 107, Ask 1 Price: 0.9354, Ask 1 Size: 107, Last Price: 0.8010, Previous Price 24h: 0.8010, Price Change % 24h: 0, High Price 24h: 0.8010, Low Price 24h: 0.8010, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: SFPUSDT, Bid 1 Price: 0.6430, Bid 1 Size: 371.7, Ask 1 Price: 0.6431, Ask 1 Size: 574.1, Last Price: 0.6430, Previous Price 24h: 0.6467, Price Change % 24h: -0.005721, High Price 24h: 0.8506, Low Price 24h: 0.5675, Turnover 24h: 42915972.7460, Volume 24h: 60968039.9000, USD Index Price: 
Symbol: SHIB1000PERP, Bid 1 Price: 0.024190, Bid 1 Size: 78680, Ask 1 Price: 0.024191, Ask 1 Size: 12890, Last Price: 0.023285, Previous Price 24h: 0.026117, Price Change % 24h: -0.108435, High Price 24h: 0.030838, Low Price 24h: 0.019440, Turnover 24h: 95354316.0227, Volume 24h: 3904717610.0000, USD Index Price: 
Symbol: SHIB1000USDT, Bid 1 Price: 0.024452, Bid 1 Size: 198450, Ask 1 Price: 0.024462, Ask 1 Size: 330, Last Price: 0.024363, Previous Price 24h: 0.024661, Price Change % 24h: -0.012083, High Price 24h: 0.028693, Low Price 24h: 0.020670, Turnover 24h: 99504242.6615, Volume 24h: 4020127730.0000, USD Index Price: 
Symbol: SILLYUSDT, Bid 1 Price: 0.01257, Bid 1 Size: 362038, Ask 1 Price: 0.01259, Ask 1 Size: 40545, Last Price: 0.01252, Previous Price 24h: 0.01177, Price Change % 24h: 0.063721, High Price 24h: 0.01428, Low Price 24h: 0.00961, Turnover 24h: 99169588.3248, Volume 24h: 8335736332.0000, USD Index Price: 
Symbol: SKLUSDT, Bid 1 Price: 0.05261, Bid 1 Size: 17689, Ask 1 Price: 0.05269, Ask 1 Size: 55582, Last Price: 0.05269, Previous Price 24h: 0.05956, Price Change % 24h: -0.115345, High Price 24h: 0.07239, Low Price 24h: 0.04668, Turnover 24h: 96109298.9868, Volume 24h: 1671659649.0000, USD Index Price: 
Symbol: SLERFUSDT, Bid 1 Price: 0.2884, Bid 1 Size: 7751, Ask 1 Price: 0.2891, Ask 1 Size: 1241, Last Price: 0.2884, Previous Price 24h: 0.2622, Price Change % 24h: 0.099923, High Price 24h: 0.3485, Low Price 24h: 0.2172, Turnover 24h: 181812263.9967, Volume 24h: 663600287.0000, USD Index Price: 
Symbol: SLFUSDT, Bid 1 Price: 0.5024, Bid 1 Size: 1969, Ask 1 Price: 0.5025, Ask 1 Size: 669, Last Price: 0.5024, Previous Price 24h: 0.3826, Price Change % 24h: 0.31312, High Price 24h: 0.5929, Low Price 24h: 0.3232, Turnover 24h: 94648176.7605, Volume 24h: 221203620.0000, USD Index Price: 
Symbol: SLPUSDT, Bid 1 Price: 0.003341, Bid 1 Size: 1295580, Ask 1 Price: 0.003342, Ask 1 Size: 96500, Last Price: 0.003342, Previous Price 24h: 0.003183, Price Change % 24h: 0.049952, High Price 24h: 0.004518, Low Price 24h: 0.002765, Turnover 24h: 96328372.6661, Volume 24h: 27285746970.0000, USD Index Price: 
Symbol: SNTUSDT, Bid 1 Price: 0.04230, Bid 1 Size: 33790, Ask 1 Price: 0.04231, Ask 1 Size: 8530, Last Price: 0.04230, Previous Price 24h: 0.04277, Price Change % 24h: -0.010989, High Price 24h: 0.05243, Low Price 24h: 0.03295, Turnover 24h: 96491046.3371, Volume 24h: 2349165510.0000, USD Index Price: 
Symbol: SNXUSDT, Bid 1 Price: 2.146, Bid 1 Size: 1450.1, Ask 1 Price: 2.234, Ask 1 Size: 192.7, Last Price: 2.146, Previous Price 24h: 2.355, Price Change % 24h: -0.088747, High Price 24h: 2.711, Low Price 24h: 1.749, Turnover 24h: 97764521.6347, Volume 24h: 43962255.9000, USD Index Price: 
Symbol: SOL-06DEC24, Bid 1 Price: 230.93, Bid 1 Size: 3.18, Ask 1 Price: 232.20, Ask 1 Size: 5.13, Last Price: 232.40, Previous Price 24h: 241.33, Price Change % 24h: -0.037003, High Price 24h: 244.67, Low Price 24h: 221.69, Turnover 24h: 16222.2802, Volume 24h: 68.9300, USD Index Price: 
Symbol: SOL-13DEC24, Bid 1 Price: 232.38, Bid 1 Size: 9.39, Ask 1 Price: 233.23, Ask 1 Size: 6.58, Last Price: 232.38, Previous Price 24h: 242.83, Price Change % 24h: -0.043034, High Price 24h: 244.96, Low Price 24h: 223.23, Turnover 24h: 16371.5707, Volume 24h: 69.2600, USD Index Price: 
Symbol: SOL-27DEC24, Bid 1 Price: 231.79, Bid 1 Size: 4.63, Ask 1 Price: 233.42, Ask 1 Size: 5.55, Last Price: 231.99, Previous Price 24h: 243.97, Price Change % 24h: -0.049104, High Price 24h: 245.74, Low Price 24h: 222.72, Turnover 24h: 17027.1076, Volume 24h: 72.0600, USD Index Price: 
Symbol: SOL-29NOV24, Bid 1 Price: 231.99, Bid 1 Size: 4.01, Ask 1 Price: 232.68, Ask 1 Size: 8.13, Last Price: 232.09, Previous Price 24h: 241.62, Price Change % 24h: -0.039442, High Price 24h: 242.60, Low Price 24h: 222.32, Turnover 24h: 15910.2285, Volume 24h: 67.5200, USD Index Price: 
Symbol: SOLPERP, Bid 1 Price: 201.500, Bid 1 Size: 17.6, Ask 1 Price: 201.560, Ask 1 Size: 1.9, Last Price: 193.880, Previous Price 24h: 209.210, Price Change % 24h: -0.073275, High Price 24h: 273.040, Low Price 24h: 189.830, Turnover 24h: 96245201.4020, Volume 24h: 415468.8000, USD Index Price: 
Symbol: SOLUSDT, Bid 1 Price: 229.400, Bid 1 Size: 1.5, Ask 1 Price: 229.810, Ask 1 Size: 49.6, Last Price: 229.900, Previous Price 24h: 236.700, Price Change % 24h: -0.028728, High Price 24h: 271.060, Low Price 24h: 203.590, Turnover 24h: 108775437.5940, Volume 24h: 465718.1000, USD Index Price: 
Symbol: SPECUSDT, Bid 1 Price: 9.452, Bid 1 Size: 419.63, Ask 1 Price: 9.453, Ask 1 Size: 48.85, Last Price: 9.100, Previous Price 24h: 9.491, Price Change % 24h: -0.041196, High Price 24h: 11.369, Low Price 24h: 7.466, Turnover 24h: 95914220.5155, Volume 24h: 10459660.2700, USD Index Price: 
Symbol: SPXUSDT, Bid 1 Price: 0.5692, Bid 1 Size: 3572, Ask 1 Price: 0.9165, Ask 1 Size: 22, Last Price: 0.5692, Previous Price 24h: 0.5692, Price Change % 24h: 0, High Price 24h: 0.5692, Low Price 24h: 0.5692, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: SSVUSDT, Bid 1 Price: 25.195, Bid 1 Size: 185.68, Ask 1 Price: 26.210, Ask 1 Size: 12.26, Last Price: 25.195, Previous Price 24h: 27.350, Price Change % 24h: -0.078793, High Price 24h: 33.680, Low Price 24h: 19.550, Turnover 24h: 96945424.9489, Volume 24h: 3805265.7800, USD Index Price: 
Symbol: STEEMUSDT, Bid 1 Price: 0.2376, Bid 1 Size: 16891, Ask 1 Price: 0.2391, Ask 1 Size: 3164, Last Price: 0.2391, Previous Price 24h: 0.2515, Price Change % 24h: -0.049304, High Price 24h: 0.3136, Low Price 24h: 0.1970, Turnover 24h: 95175761.1162, Volume 24h: 379815756.0000, USD Index Price: 
Symbol: STGUSDT, Bid 1 Price: 0.3467, Bid 1 Size: 1328.5, Ask 1 Price: 0.3468, Ask 1 Size: 330.7, Last Price: 0.3468, Previous Price 24h: 0.3688, Price Change % 24h: -0.059652, High Price 24h: 0.4446, Low Price 24h: 0.2872, Turnover 24h: 98148378.2646, Volume 24h: 275364003.1000, USD Index Price: 
Symbol: STMXUSDT, Bid 1 Price: 0.007075, Bid 1 Size: 34595, Ask 1 Price: 0.007080, Ask 1 Size: 49225, Last Price: 0.007075, Previous Price 24h: 0.006660, Price Change % 24h: 0.062312, High Price 24h: 0.009150, Low Price 24h: 0.005845, Turnover 24h: 96501578.2301, Volume 24h: 13326392795.0000, USD Index Price: 
Symbol: STORJUSDT, Bid 1 Price: 0.5426, Bid 1 Size: 1276.9, Ask 1 Price: 0.5427, Ask 1 Size: 6735.5, Last Price: 0.5427, Previous Price 24h: 0.5976, Price Change % 24h: -0.091867, High Price 24h: 0.7413, Low Price 24h: 0.4588, Turnover 24h: 95745007.3180, Volume 24h: 164700123.1000, USD Index Price: 
Symbol: STPTUSDT, Bid 1 Price: 0.04941, Bid 1 Size: 7730, Ask 1 Price: 0.04962, Ask 1 Size: 29630, Last Price: 0.04962, Previous Price 24h: 0.05578, Price Change % 24h: -0.110433, High Price 24h: 0.06685, Low Price 24h: 0.04269, Turnover 24h: 95062007.5720, Volume 24h: 1797415810.0000, USD Index Price: 
Symbol: STRKPERP, Bid 1 Price: 0.5505, Bid 1 Size: 1879.5, Ask 1 Price: 0.5509, Ask 1 Size: 853.3, Last Price: 0.5106, Previous Price 24h: 0.6133, Price Change % 24h: -0.167454, High Price 24h: 0.7205, Low Price 24h: 0.4497, Turnover 24h: 96610808.7104, Volume 24h: 168444966.7000, USD Index Price: 
Symbol: STRKUSDT, Bid 1 Price: 0.5780, Bid 1 Size: 165435.0, Ask 1 Price: 0.5894, Ask 1 Size: 3066.9, Last Price: 0.5667, Previous Price 24h: 0.4949, Price Change % 24h: 0.145079, High Price 24h: 0.6335, Low Price 24h: 0.4949, Turnover 24h: 25487720.0934, Volume 24h: 44990431.7000, USD Index Price: 
Symbol: SUIPERP, Bid 1 Price: 3.2857, Bid 1 Size: 173.6, Ask 1 Price: 3.2858, Ask 1 Size: 151.9, Last Price: 3.2857, Previous Price 24h: 3.4547, Price Change % 24h: -0.048918, High Price 24h: 3.8759, Low Price 24h: 2.5670, Turnover 24h: 94777709.7829, Volume 24h: 29926821.0000, USD Index Price: 
